Altium Designer Pick and Place Locations
D:\Work\Outsource\Mash-Unit\MU-RK3576J-MB\MU-RK3576J-MB\Project\Project Outputs for WM620-FA\Pick Place for MU-RK3576J-MB(MU-RK3576J-MB_MEDIAPLAYER).txt

========================================================================================================================
File Design Information:

Date:       18.06.26
Time:       00:38
Revision:   565ab68ce903e9d283ca9fb6306d9a29e483809e
Variant:    MU-RK3576J-MB_MEDIAPLAYER
Units used: mm

Designator Comment                  Layer       Footprint               Center-X(mm) Center-Y(mm) Rotation Description                                                                                          
C225       10uF                     BottomLayer C0402                   57.9028      15.1766      90       ""                                                                                                   
C224       2.2uF                    BottomLayer C0402                   55.7258      43.0991      180      *                                                                                                    
C223       4.7uF                    BottomLayer C0402                   50.1500      46.4190      90       "Ceramic Capacitor 0402 4.7uF ±20% 6.3V X5R"                                                         
C222       100nF                    BottomLayer C0402                   50.1518      47.3349      90       "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C221       100nF                    BottomLayer C0402                   51.9364      44.6881      90       "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C220       4.7uF                    BottomLayer C0402                   54.2445      48.4586      0        "Ceramic Capacitor 0402 4.7uF ±20% 6.3V X5R"                                                         
C219       100nF                    BottomLayer C0402                   55.2624      48.4586      0        "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C218       100nF                    BottomLayer C0402                   54.7550      50.5208      0        "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C217       100nF                    BottomLayer C0402                   53.7550      50.5208      0        "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C216       100nF                    BottomLayer C0402                   51.9112      43.4211      90       "Ceramic Capacitor 0402 100nF ±10% 50V X7R"                                                          
C215       22pF                     BottomLayer C0402                   100.8975     56.7247      0        ""                                                                                                   
C214       4700pF                   BottomLayer C0402                   102.7801     56.7394      180      *                                                                                                    
C213       0.022uF                  BottomLayer C0402                   99.8299      63.7975      270      ""                                                                                                   
C212       220pF                    BottomLayer C0402                   99.3495      56.9972      180      *                                                                                                    
C211       0.1uF                    TopLayer    C0402                   104.0833     63.3422      180      ""                                                                                                   
C210       2.2uF                    BottomLayer C0805                   107.0905     64.6440      270      ""                                                                                                   
C208       2.2uF                    BottomLayer C0805                   105.5360     64.6440      270      ""                                                                                                   
C207       2.2uF                    BottomLayer C0805                   103.9009     64.6440      270      ""                                                                                                   
C206       10uF                     BottomLayer C1206                   91.7717      63.1566      180      ""                                                                                                   
C205       10uF                     BottomLayer C1206                   93.1942      55.8113      270      ""                                                                                                   
C204       12pF                     BottomLayer C0402                   84.1241      73.9907      0        ""                                                                                                   
C202       0.1uF                    BottomLayer C0402                   84.9407      79.4967      270      ""                                                                                                   
C201       0.1uF                    BottomLayer C0402                   103.7355     56.7466      0        ""                                                                                                   
C199       22pF                     BottomLayer C0402                   118.8919     58.1325      0        ""                                                                                                   
C198       4700pF                   BottomLayer C0402                   120.7329     58.1325      180      *                                                                                                    
C197       0.022uF                  BottomLayer C0402                   116.1542     63.3875      0        ""                                                                                                   
C196       0.1uF                    BottomLayer C0402                   94.1762      65.9196      0        ""                                                                                                   
C195       10uF                     BottomLayer C0402                   95.4294      65.8873      0        *                                                                                                    
C192       220pF                    BottomLayer C0402                   116.9506     57.5596      180      *                                                                                                    
C191       0.1uF                    TopLayer    C0402                   118.8750     64.4315      270      ""                                                                                                   
C189       2.2uF                    TopLayer    C0805                   113.7396     64.1225      0        ""                                                                                                   
C188       2.2uF                    TopLayer    C0805                   113.7500     65.6439      0        ""                                                                                                   
C187       2.2uF                    TopLayer    C0805                   113.7253     67.2874      0        ""                                                                                                   
C186       22uF                     TopLayer    C0603                   106.1960     58.3237      90       *                                                                                                    
C185       22uF                     TopLayer    C0603                   106.1775     62.1153      270      *                                                                                                    
C184       0.1uF                    BottomLayer C0402                   92.5498      67.6277      180      ""                                                                                                   
C183       0.1uF                    TopLayer    C0402                   120.3448     61.2233      180      ""                                                                                                   
C182       22pF                     BottomLayer C0402                   95.3265      73.0302      270      ""                                                                                                   
C181       4700pF                   BottomLayer C0402                   93.9507      73.5152      0        *                                                                                                    
C180       22pF                     BottomLayer C0402                   105.0360     73.3155      270      ""                                                                                                   
C179       4700pF                   BottomLayer C0402                   103.5361     73.7634      0        *                                                                                                    
C178       0.022uF                  TopLayer    C0402                   97.8455      68.2109      270      ""                                                                                                   
C177       0.022uF                  TopLayer    C0402                   106.9916     68.1407      180      ""                                                                                                   
C176       220pF                    BottomLayer C0402                   98.1889      73.6125      180      *                                                                                                    
C175       0.1uF                    TopLayer    C0402                   95.2500      68.1902      90       ""                                                                                                   
C174       2.2uF                    TopLayer    C0805                   97.7271      65.0001      180      ""                                                                                                   
C173       2.2uF                    TopLayer    C0805                   97.7271      66.7454      180      ""                                                                                                   
C172       2.2uF                    TopLayer    C0805                   94.9626      65.0001      0        ""                                                                                                   
C171       2.2uF                    TopLayer    C0805                   94.9499      66.7967      0        ""                                                                                                   
C170       22uF                     TopLayer    C0603                   102.7873     72.1663      180      *                                                                                                    
C169       220pF                    BottomLayer C0402                   107.7452     73.5022      180      *                                                                                                    
C168       0.1uF                    TopLayer    C0402                   104.9214     68.4738      90       ""                                                                                                   
C167       2.2uF                    TopLayer    C0805                   108.7438     65.6864      90       ""                                                                                                   
C166       2.2uF                    TopLayer    C0805                   107.0374     65.7184      90       ""                                                                                                   
C165       2.2uF                    TopLayer    C0805                   104.5678     65.4614      0        ""                                                                                                   
C164       2.2uF                    TopLayer    C0805                   104.5678     67.1751      0        ""                                                                                                   
C163       22uF                     TopLayer    C0603                   93.1526      72.2297      180      *                                                                                                    
C162       22uF                     TopLayer    C0603                   93.1526      73.4257      180      *                                                                                                    
C161       22uF                     TopLayer    C0603                   102.7750     73.4250      180      *                                                                                                    
C160       0.1uF                    TopLayer    C0402                   93.8250      69.9609      0        ""                                                                                                   
C159       0.1uF                    BottomLayer C0402                   103.6428     70.7152      180      ""                                                                                                   
C158       0.1uF                    TopLayer    C0201                   49.4026      57.7966      180      ""                                                                                                   
C155       0.1uF                    BottomLayer C0201                   63.6466      54.6135      0        ""                                                                                                   
C154       0.1uF                    BottomLayer C0201                   64.3001      54.1190      0        ""                                                                                                   
C153       0.1uF                    BottomLayer C0201                   65.6207      54.9504      0        ""                                                                                                   
C151       1uF                      BottomLayer C0201                   66.4519      51.7812      0        ""                                                                                                   
C150       1uF                      BottomLayer C0201                   67.9131      52.1442      270      ""                                                                                                   
C149       0.1uF                    BottomLayer C0201                   68.2122      51.0910      180      ""                                                                                                   
C148       0.1uF                    BottomLayer C0201                   67.1169      51.0840      0        ""                                                                                                   
C147       10uF                     BottomLayer C0402                   69.7038      50.2521      90       ""                                                                                                   
C146       1uF                      BottomLayer C0201                   70.1912      51.2863      180      ""                                                                                                   
C145       1uF                      BottomLayer C0201                   68.2583      50.6019      0        ""                                                                                                   
C144       0.1uF                    BottomLayer C0201                   70.8052      51.9937      180      ""                                                                                                   
C143       10uF                     BottomLayer C0402                   66.8020      52.4779      270      ""                                                                                                   
C142       1uF                      BottomLayer C0201                   68.6729      52.4627      180      ""                                                                                                   
C141       0.1uF                    BottomLayer C0201                   68.6758      51.9828      180      ""                                                                                                   
C140       10uF                     BottomLayer C0402                   66.9685      55.8728      180      ""                                                                                                   
C139       1uF                      BottomLayer C0201                   66.3936      54.6122      270      ""                                                                                                   
C138       1uF                      BottomLayer C0201                   67.5696      53.0258      180      ""                                                                                                   
C137       0.1uF                    BottomLayer C0201                   66.2789      53.0903      0        ""                                                                                                   
C136       0.1uF                    BottomLayer C0201                   65.7904      53.6587      0        ""                                                                                                   
C135       10uF                     BottomLayer C0402                   69.7845      56.0039      270      ""                                                                                                   
C134       1uF                      BottomLayer C0201                   70.8485      54.3608      180      ""                                                                                                   
C133       1uF                      BottomLayer C0201                   71.6554      55.4517      180      ""                                                                                                   
C132       0.1uF                    BottomLayer C0201                   71.6576      55.9391      180      ""                                                                                                   
C131       10uF                     BottomLayer C0402                   69.6010      52.6312      0        ""                                                                                                   
C130       10uF                     BottomLayer C0402                   69.5848      54.6236      180      ""                                                                                                   
C129       1uF                      BottomLayer C0201                   67.9652      55.1124      0        ""                                                                                                   
C128       1uF                      BottomLayer C0201                   67.8814      55.7009      0        ""                                                                                                   
C127       1uF                      BottomLayer C0201                   67.7311      54.5591      0        ""                                                                                                   
C125       0.1uF                    BottomLayer C0201                   68.9376      53.3679      90       ""                                                                                                   
C124       0.1uF                    BottomLayer C0201                   68.6194      56.0597      270      ""                                                                                                   
C123       0.1uF                    BottomLayer C0201                   33.7254      41.6353      270      ""                                                                                                   
C122       1nF                      BottomLayer C0201                   40.7542      48.3874      90       *                                                                                                    
C121       1uF                      BottomLayer C0201                   41.6079      44.2401      0        ""                                                                                                   
C120       22uF                     BottomLayer C0603                   44.6825      44.3349      270      *                                                                                                    
C119       22uF                     BottomLayer C0603                   44.6825      46.7626      90       *                                                                                                    
C117       1uF                      BottomLayer C0201                   37.2930      50.8290      0        ""                                                                                                   
C116       22uF                     TopLayer    C0603                   37.7249      55.6563      0        *                                                                                                    
C115       22uF                     TopLayer    C0603                   37.7249      54.4619      0        *                                                                                                    
C114       22uF                     TopLayer    C0603                   37.7249      53.3002      0        *                                                                                                    
C113       0.1uF                    BottomLayer C0201                   37.3434      49.6724      90       ""                                                                                                   
C112       22uF                     BottomLayer C0603                   36.1931      48.1352      270      *                                                                                                    
C111       10uF                     BottomLayer C0603                   38.7414      44.8716      0        *                                                                                                    
C109       22uF                     TopLayer    C0603                   43.9397      44.9032      90       *                                                                                                    
C108       22uF                     TopLayer    C0603                   45.1551      44.9032      90       *                                                                                                    
C107       22uF                     TopLayer    C0603                   31.2262      38.0720      270      *                                                                                                    
C106       22uF                     TopLayer    C0603                   30.0211      38.0720      270      *                                                                                                    
C104       1uF                      BottomLayer C0201                   41.7228      42.6450      180      ""                                                                                                   
C103       4.7uF                    BottomLayer C0201                   42.1198      41.2149      0        ""                                                                                                   
C102       22uF                     BottomLayer C0603                   38.7307      43.6467      180      *                                                                                                    
C101       10uF                     BottomLayer C0603                   34.9508      42.3882      270      *                                                                                                    
C100       1uF                      BottomLayer C0201                   40.3947      41.8018      180      ""                                                                                                   
C99        1uF                      BottomLayer C0201                   30.2577      47.1939      0        ""                                                                                                   
C97        22uF                     TopLayer    C0603                   28.5234      50.3691      180      *                                                                                                    
C96        22uF                     TopLayer    C0603                   28.5234      51.6172      180      *                                                                                                    
C95        2.2uF                    BottomLayer C0402                   34.7286      39.2156      180      *                                                                                                    
C94        100pF                    BottomLayer C0402                   31.2185      42.0549      270      ""                                                                                                   
C93        22uF                     TopLayer    C0603                   28.7153      42.7220      90       *                                                                                                    
C92        22uF                     TopLayer    C0603                   27.5426      42.7220      90       *                                                                                                    
C90        2.2uF                    BottomLayer C0402                   37.7704      38.7314      90       *                                                                                                    
C89        1uF                      BottomLayer C0201                   35.9925      39.4255      90       ""                                                                                                   
C88        22uF                     BottomLayer C0603                   32.6561      46.8213      0        *                                                                                                    
C87        10uF                     BottomLayer C0603                   32.8715      42.3882      270      *                                                                                                    
C86        2.2uF                    BottomLayer C0402                   36.5897      40.4130      180      *                                                                                                    
C85        2.2uF                    BottomLayer C0402                   37.3958      40.7485      180      *                                                                                                    
C84        2.2uF                    BottomLayer C0402                   39.6883      39.8937      90       *                                                                                                    
C83        1uF                      BottomLayer C0201                   38.1191      40.5554      90       ""                                                                                                   
C82        1uF                      BottomLayer C0201                   39.0500      49.8000      0        ""                                                                                                   
C81        22uF                     TopLayer    C0603                   41.0447      53.8496      180      *                                                                                                    
C80        22uF                     TopLayer    C0603                   41.0447      51.4250      180      *                                                                                                    
C79        22uF                     TopLayer    C0603                   41.0447      52.6553      180      *                                                                                                    
C78        100pF                    BottomLayer C0402                   41.9122      47.1357      90       ""                                                                                                   
C77        22uF                     TopLayer    C0603                   43.6395      49.5531      180      *                                                                                                    
C76        22uF                     TopLayer    C0603                   43.6339      48.2833      180      *                                                                                                    
C74        2.2uF                    BottomLayer C0402                   30.8453      43.2842      90       *                                                                                                    
C73        2.2uF                    BottomLayer C0402                   30.7049      44.0768      90       *                                                                                                    
C72        1uF                      BottomLayer C0201                   29.8241      42.2680      0        ""                                                                                                   
C71        22uF                     BottomLayer C0603                   38.7307      47.7605      180      *                                                                                                    
C70        10uF                     BottomLayer C0603                   38.7414      46.3163      0        *                                                                                                    
C69        2.2uF                    BottomLayer C0402                   31.8118      45.8569      90       *                                                                                                    
C68        22uF                     TopLayer    C0603                   31.9864      53.1097      0        *                                                                                                    
C67        22uF                     TopLayer    C0603                   31.9864      54.3134      0        *                                                                                                    
C66        22uF                     TopLayer    C0603                   31.9864      55.4648      0        *                                                                                                    
C65        1uF                      BottomLayer C0201                   31.7522      49.7499      180      ""                                                                                                   
C63        22uF                     TopLayer    C0603                   34.7007      53.6326      0        *                                                                                                    
C62        22uF                     TopLayer    C0603                   34.7007      54.8141      0        *                                                                                                    
C61        2.2uF                    BottomLayer C0402                   29.2753      47.3154      180      *                                                                                                    
C60        2.2uF                    BottomLayer C0402                   30.6678      44.9657      90       *                                                                                                    
C59        1uF                      BottomLayer C0201                   29.9593      45.6819      0        ""                                                                                                   
C58        22uF                     BottomLayer C0603                   34.7286      48.1326      270      *                                                                                                    
C57        22uF                     BottomLayer C0603                   32.6561      48.1065      0        *                                                                                                    
C55        1uF                      BottomLayer C0201                   72.0051      54.3980      270      ""                                                                                                   
C54        0.1uF                    BottomLayer C0201                   72.0279      53.3433      90       ""                                                                                                   
C52        1uF                      BottomLayer C0201                   72.4825      51.8449      90       ""                                                                                                   
C51        1uF                      BottomLayer C0201                   71.5984      50.0564      180      ""                                                                                                   
C50        1uF                      BottomLayer C0201                   72.0022      50.8584      90       ""                                                                                                   
C49        1uF                      BottomLayer C0201                   70.9147      50.8343      180      ""                                                                                                   
C48        10uF                     BottomLayer C0402                   74.4658      54.2834      90       ""                                                                                                   
C47        1uF                      BottomLayer C0201                   72.0022      52.0040      270      ""                                                                                                   
C46        1uF                      BottomLayer C0201                   72.7164      53.9742      90       ""                                                                                                   
C45        0.1uF                    BottomLayer C0201                   72.4820      52.9127      270      ""                                                                                                   
C43        0.1uF                    BottomLayer C0201                   80.5858      51.5289      90       ""                                                                                                   
C42        0.1uF                    BottomLayer C0201                   80.5858      52.8329      90       ""                                                                                                   
C41        0.1uF                    BottomLayer C0201                   80.5858      55.4009      270      ""                                                                                                   
C40        0.1uF                    BottomLayer C0201                   80.5858      56.7047      270      ""                                                                                                   
C39        0.1uF                    BottomLayer C0201                   88.3867      46.6759      90       ""                                                                                                   
C38        0.1uF                    BottomLayer C0201                   83.5691      46.6759      90       ""                                                                                                   
C37        0.1uF                    BottomLayer C0201                   88.3101      62.0653      270      ""                                                                                                   
C36        0.1uF                    BottomLayer C0201                   83.6820      62.0279      270      ""                                                                                                   
C35        0.1uF                    BottomLayer C0201                   85.9488      56.0764      90       ""                                                                                                   
C34        1uF                      BottomLayer C0201                   91.3348      56.7078      270      ""                                                                                                   
C33        1uF                      BottomLayer C0201                   91.3348      51.5578      90       ""                                                                                                   
C31        10uF                     BottomLayer C0402                   91.4118      55.7413      90       ""                                                                                                   
C30        10uF                     BottomLayer C0402                   91.9580      52.5013      90       ""                                                                                                   
C29        0.1uF                    BottomLayer C0201                   86.3519      48.9449      90       ""                                                                                                   
C28        0.1uF                    BottomLayer C0201                   85.5943      48.9430      90       ""                                                                                                   
C27        0.1uF                    BottomLayer C0201                   82.7656      46.6759      90       ""                                                                                                   
C26        0.1uF                    BottomLayer C0201                   84.3619      46.6759      90       ""                                                                                                   
C25        0.1uF                    BottomLayer C0201                   87.5318      46.6759      90       ""                                                                                                   
C22        0.1uF                    BottomLayer C0201                   86.3491      59.2876      270      ""                                                                                                   
C21        0.1uF                    BottomLayer C0201                   85.6054      59.2876      270      ""                                                                                                   
C20        0.1uF                    BottomLayer C0201                   86.3491      60.7001      270      ""                                                                                                   
C19        0.1uF                    BottomLayer C0201                   82.7656      61.4793      270      ""                                                                                                   
C18        0.1uF                    BottomLayer C0201                   85.6054      60.7001      270      ""                                                                                                   
C16        0.1uF                    BottomLayer C0201                   89.1100      57.3737      180      ""                                                                                                   
C15        1uF                      BottomLayer C0201                   89.1784      61.4794      270      ""                                                                                                   
C14        1uF                      BottomLayer C0201                   89.1784      46.6759      90       ""                                                                                                   
C12        10uF                     BottomLayer C0402                   91.5048      48.7625      0        ""                                                                                                   
C11        10uF                     BottomLayer C0402                   91.5085      59.4993      180      ""                                                                                                   
C5         1uF                      BottomLayer C0201                   80.5858      58.0086      270      ""                                                                                                   
C4         0.1uF                    BottomLayer C0201                   91.3348      58.0117      270      ""                                                                                                   
C2         0.1uF                    BottomLayer C0201                   80.5859      50.2521      90       ""                                                                                                   
C1         0.1uF                    BottomLayer C0201                   91.3348      50.2571      90       ""                                                                                                   
BQ9        24M                      BottomLayer NX3225GA                47.7750      63.0843      90       ""                                                                                                   
BQ7        25M                      BottomLayer NX3225GA                84.8907      30.9301      180      "25MHz 10pF ±10ppm SMD3225-4P"                                                                       
BQ4        TAXM12M4RDBCCT2T         BottomLayer XC32M4-12.000-F10NNFT   28.0484      24.5920      270      "12MHz 10pF ±10ppm SMD3225-4P"                                                                       
BQ3        32.768K                  BottomLayer NX3215SA                86.4959      74.1640      180      *                                                                                                    
BQ1        24MHz                    TopLayer    TC32S4-24.000-0618NQDTN 51.9112      55.3105      0        "TCXO SMD 3.2x2.5, Clipped Sine, 1.8V"                                                               
X28        U.FL-R-SMT-1[80]         TopLayer    1909763-1               137.3229     62.7776      270      U.FL-R-SMT-1                                                                                         
X37        IRM-3638T                TopLayer    IRM-3638T               27.9000      4.2750       0        "SIP-3-2.54mm Photo Detectors - Remote Receiver RoHS"                                                
X34        B7B-PH-K-S(LF)(SN)       TopLayer    B7B-PH-K-S(LF)(SN)      35.1788      18.4007      0        "Connector Header 7 position 2mm Pitch 2A Through Hole -25?~+85?"                                    
X33        DS1069-4MVW6X            TopLayer    DS1069-4MVW6X           136.2000     6.2500       270      "1 XH 4P -25?~+85? 2.5mm 3A 250V 1x4P Through Hole,P=2.5mm Headers, Male Pins RoHS"                  
X26        LPJE4714BGNL             TopLayer    LPJE4714BGNL            85.7000      10.0000      0        ""                                                                                                   
X23        FPC-05F-22PH20           TopLayer    FPC-05F-22PH20          109.8177     83.7375      180      "FFC/FPC Connector 22 Position 0.5mm Pitch Bottom Contact Surface Mount, Right Angle -25?~+85?"      
X43        FPC-05F-22PH20           TopLayer    FPC-05F-22PH20          125.9830     83.7375      180      "FFC/FPC Connector 22 Position 0.5mm Pitch Bottom Contact Surface Mount, Right Angle -25?~+85?"      
X21        B2B-XH-A(LF)(SN)         TopLayer    B2B-XH-A(LF)(SN)        129.6102     6.7077       270      "Connector Header 2 position 2.5mm Pitch 3A Through Hole -25?~+85?"                                  
X20        B2B-XH-A(LF)(SN)         TopLayer    B2B-XH-A(LF)(SN)        129.5544     15.2891      270      "Connector Header 2 position 2.5mm Pitch 3A Through Hole -25?~+85?"                                  
X6         DS1114-BN0               TopLayer    DS1114-BN0              105.8462     6.0900       90       ""                                                                                                   
X5         HC-USB3.0-L168-WP        TopLayer    DS1095-05               41.5500      11.4250      0        "USB type A, USB 3.0, right angle"                                                                   
X3         L-KLS1-TF-003            TopLayer    KLS1-TF-003             59.3250      7.3000       90       "L-KLS1-TF-003 Push-Push H1.85mm With CD Pin Micro SD Card Connector"                                
X1         A1251-SMT-02A            TopLayer    A1251-SMT-02A           136.5750     18.1250      270      "PicoBlade 1.25mm"                                                                                   
D47        RK628F                   TopLayer    RK628F                  43.2001      70.4500      0        "Bridge BGA-144L(8x8) Video Processing RoHS"                                                         
D33        LP72431ANL               TopLayer    LP72431ANL              84.5920      23.0750      270      ""                                                                                                   
D12        SC-MHF064GMLES-821-N0    TopLayer    SC-MHF064GMLES-821-N0   52.5050      45.7198      180      "Flash Card 64G-bytes 1.8V/3.3V Embedded MMC 153-Pin FBGA"                                           
D2         RK3576                   TopLayer    BGAFCCSP698L            68.2981      53.7940      180      "SoC 4xCortex-A72@2.2Ghz+4xCortex-A53@2Ghz, LPDDR4/4X/5/5X, SDIO/eMMC/UFS/FSPI, BGA 16.1x17.2x1.0mm" 
